description,isic_code,isic_label,isic_description
"UBUHINZI BW,'IBISHYIMBO",0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
UBUCURUZI BW'IBIRIBWA N'IBINYOBWA BARIRAHO AKOKANYA,5610,Restaurants & food service,Restaurants and mobile food service activities
UBUCURUZI BW'IBIRYO NKA RESTAURENT,5630,Bars & beverage serving,Beverage serving activities
gutanga service yikinyobwa kinzoga,5630,Bars & beverage serving,Beverage serving activities
"UBUCONCO BWIGANJEMO BISUITS , IMYENDA Y'IMBERE N'AMASOGISI",4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
UBUCURUZI BW' INZOGA ZIPFUNDIKIYE N' IZIBITOKI,5630,Bars & beverage serving,Beverage serving activities
GUCURUZA IBIRIBWA IBIJUMBA NA PAM,4721,Specialised food shop,Retail sale of food in specialized stores
"GUTANGA ICYOKUNYWA KIGANJEMO ICYAYI ,AMATA, IGIKOMA",5610,Restaurants & food service,Restaurants and mobile food service activities
Umubojozi,4721,Specialised food shop,Retail sale of food in specialized stores
ibyokurya nokunywa,5610,Restaurants & food service,Restaurants and mobile food service activities
UBUDANDAZI BWIGANJEMO IBIKOESHO BYISUKU,4773,Other specialised shop,Other retail sale of new goods in specialized stores
KUZUNGUZA,4799,Street & mobile vending,"Other retail sale not in stores, stalls or markets"
Kwakira abantu guteka akabanzi,5610,Restaurants & food service,Restaurants and mobile food service activities
"GUTUNGANYA IMYAKA:IBIGORI,AMASAKA,IMYUMBATI N'IBINDI",1061,Grain milling,Manufacture of grain mill products
UBUCURUZI BUDANDAZA MURI BUTIKE,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUCURUZI BUDANDAZA BANJIYA KU ISOKO,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
KUDANDAZA INKWETO MU MIHANDA,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
"ubucuruzi budandaza muri Boutique harimo ibirayi,akawunga",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi bw'ubudandazi bw'ibitunguru,4721,Specialised food shop,Retail sale of food in specialized stores
UBUCURU BUDANDAZA IKIGAGE MUKABARI,5630,Bars & beverage serving,Beverage serving activities
"Bagaburira abantu,imineke,amata,jus",5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi budandaza Inkwi,4773,Other specialised shop,Other retail sale of new goods in specialized stores
Ubucuruzi buranguza ibiribwa higanjemo amazi ya NIL na isabune zogufura,4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
Ubucuruzi budandaza ibyokunkwa namavuta yokwisiga,4719,"General shop, other goods",Other retail sale in non-specialized stores
kogosha no gutunganya imisatsi yabantu,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
UBUDANDAZA BWINGANJEMO IMITI YAMATUNGO (IMITI YINZOKA) NDETSE NOKUVURA AMATUNGO,4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
UBUHINZI BWOROZI,0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
"Kudandaza ibyenda y'abagore Yiganjyemo ( ibishora, amakanzu n'imipira)",4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
UBUHINZI BWIMBOGA ZO KUGURISHA,0113,Growing vegetables & tubers,"Growing of vegetables and melons, roots and tubers"
kudandaza higanjemo ibyo kurya,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
SRVICE ZA BAR - RESTO,5630,Bars & beverage serving,Beverage serving activities
gustya ibyumbati,1061,Grain milling,Manufacture of grain mill products
Ubucuruzi buranguza inzoga zisembuye,4630,Wholesale of food & drinks,"Wholesale of food, beverages and tobacco"
ubudandaza bwibyuma bya Motor bishya,4773,Other specialised shop,Other retail sale of new goods in specialized stores
Ubucuruzi bwo kudandaza inkweto z abagore,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi bwibiribwa nibinyobwa higanjemo umuceli n'amavuta,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"UBUCURUZI BWINZOGA, FANTA, PRIMUS, MITSZING",5630,Bars & beverage serving,Beverage serving activities
"Ubucuruzi,budandaza imboga zo guteka",4773,Other specialised shop,Other retail sale of new goods in specialized stores
"Ubucuruzi budandaza ibyiganjemo imiti y'amatungo, n'iyijyanye nubuhinzi",4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
KUDANDAZA IBINTU BITANDUKANYE CYANE  CYANE UMINYU NA BISCUIT NI ISABUNE,4721,Specialised food shop,Retail sale of food in specialized stores
ubicuruzi bwa boutic bwiganjemo ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
"Ubucuruzi bw,uruconco budandaza bwiganjemo ,ibiribwa",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUREZI MURI MATERNEL,8510,Primary education,Pre-primary and primary education
Cantine idandaza ibinyobwa bidasembuye,5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi budandaza ibiribwa ahantu habugenewe higanjemo kawunga n'umuceri,5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi budandaza imyenda higanjemo inkweto,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
ubundozi bundoda imipira yokwambara,1410,Tailoring & clothing making,"Manufacture of wearing apparel, except fur apparel"
"gucuruza imiteja,inyanyacalotte,ibitunguruamashu",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUDANDAZI BWIGANJEMO IBIKORESHO BY'UBWUBATSI,4752,Hardware & paint shop,"Retail sale of hardware, paints and glass in specialized stores"
NI UBUREZI BWAMASHURI ABANZA,8510,Primary education,Pre-primary and primary education
Acuruza ibikoresho byubwubatsi muri Qwincaillerie,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
KUDANDAZA IGITOKI MU ISOKO,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
"Kudandaza ibijyanye na boutique higanjemwo amavuta yokwisiga,inkweto,numuceri",4719,"General shop, other goods",Other retail sale in non-specialized stores
gusuka abagore,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
Kudandaza ibiribwa byiganjemo ibishyimbo n'ibigori,4721,Specialised food shop,Retail sale of food in specialized stores
"kutandaza ibiribwa imineke,isabune,amavuta yo kwisiga,amavuta yo guteka",4719,"General shop, other goods",Other retail sale in non-specialized stores
gusya amasaka,1061,Grain milling,Manufacture of grain mill products
gusya ibinyampeke ni imyumbati,1061,Grain milling,Manufacture of grain mill products
boutique yiganjemo ibyo kurya,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
"Adandaza ibyiganjemo ibiribwa(umuceri, ubuto,isabune, umunyu)",4719,"General shop, other goods",Other retail sale in non-specialized stores
Ubucuruzi bw'imbuto higanjemo imineke,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
UBUCURUZI BW'AVOKA KU MUHANDA,4799,Street & mobile vending,"Other retail sale not in stores, stalls or markets"
ubucueuzi budandaza imbuto mwisoko,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
"ubudandazi bw,'ibitunguru mu isoko",4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
gusya amasaka akavamo ifu,1061,Grain milling,Manufacture of grain mill products
gutanga ibiribwa hamwe nibyo kurya,5630,Bars & beverage serving,Beverage serving activities
Boutique icuruza ibitandukanye higanjemo ibikoresho by'isuku,4773,Other specialised shop,Other retail sale of new goods in specialized stores
Kudandaza ibyokurya higanjemo amandazi,4721,Specialised food shop,Retail sale of food in specialized stores
"ubucuruzi budandaza higanjemo: amavuta,umunyu, biscuit,jus,inyanya",4721,Specialised food shop,Retail sale of food in specialized stores
"ubucuruzi buziguye bwibanda kubiribwa kawunga,imiceri,ibishyimbo,na mavuta aribwa ni myunyu",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
UBUHONZI BW'IBIGORI,0111,Growing cereals & legumes,"Growing of cereals (except rice), leguminous crops and oil seeds"
"gucuruzizamo ibyo kurya: ibirayi,ibiyoke,inyanya",4721,Specialised food shop,Retail sale of food in specialized stores
"Ubucuruzi budandaza ibiribwa bitandukanye higanjemo imboga rwatsi ,kawunga,umuceri namasabune....",4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi bw'ibintu bitandukanye budandaza bwiganjemo ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
kudandaza ibyo kunkwa n'icyocyezo,5630,Bars & beverage serving,Beverage serving activities
boutique yiganjemo (ibiribwa),4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Gutanga service zinzoga urugere primus,5630,Bars & beverage serving,Beverage serving activities
umurimo wo kogosha na film,9602,Hairdressing & beauty,Hairdressing and other beauty treatment
Aracuruza cyane cyaneNisabune numunyu,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
Ubucuruzi budandaza ubushera n'amandazi,5630,Bars & beverage serving,Beverage serving activities
UBUCURUZI BW'IMYENDA MAGAZIN BUDANDAZA,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
"Ubudandazi bw'imboga intoryi,karote n'imiteja",4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
ubucuruzi budandaza higenjemo ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubucuruzi budandaza inzoga zuruganda,5630,Bars & beverage serving,Beverage serving activities
umurimowingenzi nukudandaza amakara,4773,Other specialised shop,Other retail sale of new goods in specialized stores
ubucuruzi budandaza ibinyobwa aribyo ibinyobwa Bya Bralirwa,5630,Bars & beverage serving,Beverage serving activities
Kuguruza urwagwa muri bar,5630,Bars & beverage serving,Beverage serving activities
batanga service yo gusya ibinyampeke,1061,Grain milling,Manufacture of grain mill products
kuranguza ibicuruzwa higanjemo ibiribwa,4711,"General shop, mainly food","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
ubudandazi bwibiribwa nibinyobwa bidasindisha,4721,Specialised food shop,Retail sale of food in specialized stores
UCURUZI,4721,Specialised food shop,Retail sale of food in specialized stores
UBUDANDAZI BWIGANJEMO INKWETO,4782,Market stall: clothing,"Retail sale via stalls and markets of textiles, clothing and footwear"
"gucuruza ibikoresho byamagare ,amarange ,imbabura...",4719,"General shop, other goods",Other retail sale in non-specialized stores
UBUCURUZI BWUBUCONSHO CYANE CYANE IMBOGA,4721,Specialised food shop,Retail sale of food in specialized stores
"Ubudandazi bw'amandazi,icyayi",5610,Restaurants & food service,Restaurants and mobile food service activities
BOUTIQUE ICURUZA AMAVUTA YO KWISIGA,4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
ubucuruzi bwibanda mugutanga ibyo kunywa,5610,Restaurants & food service,Restaurants and mobile food service activities
umudandazi wibiribwa higanjemo ibinyamafufu,4721,Specialised food shop,Retail sale of food in specialized stores
gucuruza adandaza butike yiganjemo ibiribwa,4721,Specialised food shop,Retail sale of food in specialized stores
IZINDI SERVICE,5610,Restaurants & food service,Restaurants and mobile food service activities
GUTANGA ICYAYI NAMANDAZI MURI CANTEEN,5610,Restaurants & food service,Restaurants and mobile food service activities
"gucuruza ibinyobwa, higanjemo urwagwa, ibinyobwa bya blarirwa.",5630,Bars & beverage serving,Beverage serving activities
Ubucuruzi bw'ibitabo bikoreshwa mumashuri,4719,"General shop, other goods",Other retail sale in non-specialized stores
ubucuruzi bwimiti nibikoresho byo kwa muganga,4772,Pharmacy & cosmetics shop,"Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
"BAGABURA IBIRAYI MUBURYO BUCIRITSE BY,IGANJEMO   IBIRI MUMAVUTA",5610,Restaurants & food service,Restaurants and mobile food service activities
Kudandaza ifu yimyumbati,4781,Market stall: food & drinks,"Retail sale via stalls and markets of food, beverages and tobacco products"
ubucuruzi budandaza ibintu bitandukanye mu iduka higanjemo imyambaro y'ibitenge,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
Gucuruza imyenda n'inkweto,4771,Clothing & shoe shop,"Retail sale of clothing, footwear and leather articles in specialized stores"
Yacuruzaga akabari kinzoga zipfundikiye,5630,Bars & beverage serving,Beverage serving activities
"Ubucuruzi budandaza ibiribwa byiganjemo ibirayi,umuceri,akawunga, ibishyimbo, n'ibindi",4721,Specialised food shop,Retail sale of food in specialized stores
detailing of envelop for packaging,4773,Other specialised shop,Other retail sale of new goods in specialized stores
KWAKIRA NO KUGABURIRA ABANTU MURI RESTORA,5610,Restaurants & food service,Restaurants and mobile food service activities
ubucuruzi bwo kugabura ibiribwa bitetse,5630,Bars & beverage serving,Beverage serving activities
